"x","y"
72.5833333333333,23.9166666666667
70.0833333333333,23.25
78.0833333333333,16.25
72.9166666666667,26.25
76.25,22.25
72.75,24.0833333333333
80.0833333333333,14.5833333333333
76.5833333333333,29.75
76.9166666666667,29.75
79.75,16.9166666666667
77.25,27.25
76.0833333333333,26.9166666666667
75.25,28.9166666666667
75.75,28.0833333333333
71.0833333333333,22.5833333333333
74.9166666666667,25.9166666666667
76.25,17.0833333333333
69.4166666666667,24.0833333333333
86.25,25.0833333333333
73.75,23.25
76.25,13.25
71.9166666666667,21.4166666666667
74.9166666666667,26.75
72.0833333333333,25.0833333333333
76.75,20.75
76.75,20.9166666666667
74.75,21.75
77.9166666666667,14.9166666666667
75.75,29.0833333333333
74.4166666666667,30.9166666666667
78.25,17.5833333333333
77.0833333333333,15.25
76.75,19.4166666666667
79.0833333333333,18.5833333333333
71.5833333333333,24.5833333333333
75.4166666666667,21.0833333333333
78.4166666666667,16.9166666666667
77.5833333333333,26.25
82.75,24.75
78.4166666666667,13.0833333333333
75.4166666666667,28.9166666666667
74.0833333333333,32.75
77.25,11.5833333333333
75.4166666666667,30.9166666666667
75.75,30.4166666666667
73.9166666666667,30.75
82.9166666666667,26.25
79.25,10.25
80.75,15.9166666666667
76.9166666666667,13.25
75.25,19.0833333333333
77.0833333333333,28.75
70.5833333333333,21.9166666666667
71.0833333333333,20.9166666666667
71.9166666666667,22.25
75.5833333333333,28.5833333333333
77.25,14.9166666666667
77.25,28.5833333333333
76.0833333333333,21.4166666666667
72.5833333333333,26.4166666666667
75.4166666666667,19.25
74.25,29.5833333333333
72.9166666666667,24.4166666666667
76.4166666666667,17.5833333333333
76.25,21.4166666666667
70.75,22.25
71.9166666666667,21.75
76.25,24.5833333333333
74.9166666666667,19.75
78.9166666666667,14.5833333333333
58.0833333333333,30.9166666666667
78.9166666666667,26.4166666666667
75.75,20.9166666666667
73.9166666666667,25.0833333333333
74.9166666666667,23.75
69.25,23.5833333333333
75.25,23.9166666666667
72.5833333333333,22.9166666666667
69.5833333333333,21.9166666666667
50.9166666666667,29.0833333333333
71.75,32.0833333333333
75.0833333333333,19.9166666666667
74.75,24.75
76.25,27.0833333333333
78.5833333333333,10.9166666666667
76.4166666666667,28.0833333333333
75.75,17.4166666666667
75.75,16.9166666666667
77.4166666666667,25.75
74.9166666666667,25.4166666666667
72.75,22.9166666666667
45.5833333333333,34.25
78.25,13.4166666666667
77.5833333333333,27.25
78.25,14.0833333333333
71.9166666666667,22.9166666666667
81.4166666666667,16.4166666666667
74.75,16.4166666666667
77.9166666666667,13.5833333333333
75.9166666666667,27.9166666666667
72.75,22.75
74.9166666666667,18.9166666666667
74.25,17.0833333333333
75.0833333333333,31.25
78.75,27.0833333333333
75.9166666666667,25.25
77.9166666666667,14.4166666666667
75.5833333333333,18.9166666666667
76.0833333333333,17.4166666666667
73.25,23.4166666666667
75.4166666666667,17.75
75.5833333333333,24.5833333333333
75.0833333333333,30.9166666666667
78.9166666666667,18.4166666666667
76.25,25.9166666666667
76.0833333333333,27.75
78.0833333333333,15.25
74.75,22.9166666666667
71.4166666666667,21.5833333333333
78.0833333333333,27.4166666666667
77.4166666666667,24.9166666666667
75.9166666666667,15.0833333333333
72.75,32.4166666666667
79.5833333333333,16.5833333333333
74.4166666666667,18.5833333333333
72.75,33.75
78.25,16.9166666666667
72.5833333333333,24.75
73.4166666666667,24.9166666666667
72.9166666666667,24.0833333333333
78.4166666666667,15.4166666666667
72.9166666666667,32.4166666666667
76.0833333333333,30.25
75.25,19.4166666666667
71.25,21.5833333333333
76.75,29.75
78.75,16.25
72.75,25.25
73.75,27.0833333333333
73.0833333333333,32.0833333333333
73.4166666666667,25.4166666666667
74.25,24.0833333333333
75.9166666666667,20.25
79.5833333333333,15.5833333333333
74.75,25.4166666666667
77.9166666666667,11.0833333333333
73.9166666666667,21.0833333333333
69.9166666666667,21.5833333333333
49.0833333333333,32.4166666666667
76.0833333333333,29.75
75.4166666666667,30.4166666666667
61.4166666666667,26.4166666666667
75.25,18.5833333333333
73.75,26.5833333333333
74.4166666666667,25.25
74.4166666666667,21.25
78.4166666666667,17.25
77.4166666666667,28.5833333333333
78.75,14.9166666666667
70.9166666666667,24.75
75.75,25.9166666666667
72.0833333333333,26.0833333333333
77.4166666666667,11.4166666666667
78.0833333333333,15.0833333333333
74.0833333333333,22.9166666666667
78.9166666666667,27.0833333333333
81.9166666666667,24.9166666666667
62.5833333333333,26.0833333333333
74.9166666666667,16.4166666666667
75.9166666666667,27.75
74.9166666666667,17.0833333333333
78.75,13.5833333333333
74.9166666666667,18.4166666666667
70.75,25.4166666666667
50.25,30.4166666666667
76.9166666666667,16.9166666666667
74.25,25.5833333333333
74.9166666666667,25.25
74.9166666666667,29.9166666666667
76.0833333333333,19.0833333333333
76.4166666666667,16.0833333333333
77.4166666666667,13.0833333333333
71.4166666666667,22.0833333333333
62.5833333333333,26.4166666666667
76.0833333333333,26.4166666666667
79.75,14.9166666666667
77.9166666666667,25.4166666666667
75.5833333333333,26.0833333333333
73.5833333333333,26.9166666666667
77.9166666666667,10.5833333333333
72.0833333333333,21.5833333333333
79.25,16.4166666666667
70.5833333333333,23.4166666666667
70.9166666666667,23.5833333333333
49.75,30.75
81.25,16.4166666666667
79.4166666666667,24.9166666666667
77.75,10.0833333333333
71.5833333333333,24.0833333333333
74.75,28.25
